id,estatus,tipo_poblacion,codigo_postal,colonia,alcaldia,estado_civil,dependientes_ecconomicos,num_dependientes_economicos,ult_grado_estudios,estatus_estudios,profesion,tiempo_buscando_empleo
137,NO APROBADO,POBLACION GENERAL,16029,AMPLIACION TEPEPAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
138,APROBADO,POBLACION GENERAL,16090,BARRIO XALTOCAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
139,NO APROBADO,POBLACION GENERAL,01510,LA ARAÑA,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
140,APROBADO,POBLACION GENERAL,3700,SANTA MARIA NONOALCO,BENITO JUAREZ,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
141,APROBADO,POBLACION GENERAL,9769,EL TRIANGULO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
142,NO APROBADO,POBLACION GENERAL,12100,XALTIPAC,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
143,APROBADO,POBLACION GENERAL,9430,APATLACO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
144,NO APROBADO,POBLACION GENERAL,8010,EX-EJIDO DE LA MAGDALENA MIXIUHCA,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
145,APROBADO,POBLACION GENERAL,SIN DATO,PUEBLO CULHUACAN,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
146,APROBADO,POBLACION GENERAL,16450,SANTA MARIA NATIVITAS,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
147,NO APROBADO,POBLACION GENERAL,7310,BARRIO CANDELARIA TICOMAN,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
148,NO APROBADO,POBLACION GENERAL,16030,HUICHAPAN,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
149,APROBADO,POBLACION GENERAL,13270,DEL MAR,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
150,NO APROBADO,POBLACION GENERAL,06300,GUERRERO,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
151,APROBADO,POBLACION GENERAL,8100,AGRICOLA PANTITLAN,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
152,NO APROBADO,POBLACION GENERAL,9440,SAN ANDRES TETEPILCO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
153,APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,14090,LA JOYA TLALPAN,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
154,NO APROBADO,POBLACION GENERAL,2020,SANTO TOMAS,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
155,NO APROBADO,POBLACION GENERAL,1610,COLINAS DE TARANGO,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
156,NO APROBADO,POBLACION GENERAL,15740,AVIACION CIVIL,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
157,APROBADO,POBLACION GENERAL,9810,MINERVA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
158,NO APROBADO,POBLACION GENERAL,08040,CARLOS ZAPATA VELA,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
159,APROBADO,POBLACION GENERAL,13219,LAS ARBOLEDAS,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
160,NO APROBADO,POBLACION GENERAL,13450,GUADALUPE TLALTENCO,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
161,APROBADO,POBLACION GENERAL,2420,EX-HACIENDA EL ROSARIO,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
162,NO APROBADO,POBLACION GENERAL,8100,AGRICOLA PANTITLAN,IZTACALCO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
163,NO APROBADO,POBLACION GENERAL,13300,SANTA ANA PONIENTE,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
164,APROBADO,POBLACION GENERAL,12300,SAN SALVADOR CUAUHTENCO,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
165,NO APROBADO,POBLACION GENERAL,07230,ZONA ESCOLAR,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
166,APROBADO,POBLACION GENERAL,07707,SIETE MARAVILLAS,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
167,APROBADO,POBLACION GENERAL,7130,COMPOSITORES MEXICANOS,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
168,NO APROBADO,POBLACION GENERAL,14100,PEDREGAL DE SAN NICOLAS 1A SECCION,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
169,APROBADO,POBLACION GENERAL,13030,SAN JUAN,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
170,APROBADO,POBLACION GENERAL,7420,NUEVA ATZACOALCO,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
171,NO APROBADO,POBLACION GENERAL,7140,FORESTAL,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
172,APROBADO,POBLACION GENERAL,9770,PUENTE BLANCO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
173,NO APROBADO,POBLACION GENERAL,1270,GOLONDRINAS 1A SECCION,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
174,NO APROBADO,POBLACION GENERAL,15630,CARACOL,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
175,NO APROBADO,POBLACION GENERAL,8000,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
176,NO APROBADO,POBLACION GENERAL,16035,SAN LORENZO LA CEBADA,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
177,NO APROBADO,POBLACION GENERAL,7840,GUADALUPE TEPEYAC,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
178,NO APROBADO,POBLACION GENERAL,9680,TENORIOS,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
179,NO APROBADO,POBLACION GENERAL,7160,LOMA LA PALMA,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
180,APROBADO,POBLACION GENERAL,9210,TEPALCATES,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
181,NO APROBADO,POBLACION GENERAL,11470,5 DE MAYO,MIGUEL HIDALGO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
182,NO APROBADO,POBLACION GENERAL,5260,JESUS DEL MONTE,CUAJIMALPA DE MORELOS,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
183,NO APROBADO,POBLACION GENERAL,8500,AGRICOLA ORIENTAL,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
184,APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,9230,EL PARAISO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
185,NO APROBADO,POBLACION GENERAL,1377,JALALPA EL GRANDE,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
186,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,14420,MESA DE LOS HORNOS,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
187,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,9209,RENOVACION,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
188,NO APROBADO,POBLACION GENERAL,16080,BARRIO SAN CRISTOBAL,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
189,NO APROBADO,POBLACION GENERAL,16090,CALTONGO,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
190,NO APROBADO,POBLACION GENERAL,10800,LA CRUZ,LA MAGDALENA CONTRERAS,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
191,NO APROBADO,POB. PERSONAS LOCATARIAS Y TRABAJADORES DE MERCADOS PUBLICOS,6860,VISTA ALEGRE,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
192,APROBADO,POBLACION GENERAL,4260,SAN FRANCISCO CULHUACAN BARRIO DE LA MAGDALENA,COYOACAN,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
193,NO APROBADO,POBLACION GENERAL,04700,PEDREGAL DE CARRASCO,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
194,NO APROBADO,POBLACION GENERAL,1210,SANTA FE,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
195,NO APROBADO,POBLACION GENERAL,16059,"PBLO. STGO.TEPALCATLALPAN, U. H. RINCONADA DEL SUR",XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
196,NO APROBADO,POBLACION GENERAL,09578,EJERCITO DE AGUA PRIETA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
197,APROBADO,POBLACION GENERAL,14749,CHIMILLI,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
198,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,04700,PEDREGAL DE CARRASCO,COYOACAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
199,NO APROBADO,POBLACION GENERAL,13210,LOS OLIVOS,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
200,NO APROBADO,POBLACION GENERAL,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
201,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,04700,PEDREGAL DE CARRASCO,COYOACAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
202,NO APROBADO,POBLACION GENERAL,09260,CONSTITUCION DE 1917,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
203,NO APROBADO,POBLACION GENERAL,6450,ATLAMPA,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
204,NO APROBADO,POBLACION GENERAL,9500,SANTA MARIA AZTAHUACAN,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
205,NO APROBADO,POBLACION GENERAL,8610,ZAPOTLA,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
206,NO APROBADO,POBLACION GENERAL,9850,SAN JUAN XALPA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
207,APROBADO,POBLACION GENERAL,5000,CUAJIMALPA,CUAJIMALPA DE MORELOS,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
208,NO APROBADO,POBLACION GENERAL,8770,LOS PICOS DE IZTACALCO SECCION 1A,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
209,NO APROBADO,POBLACION GENERAL,06800,OBRERA,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
210,NO APROBADO,POB. PRIORITARIA INDIGENAS,12100,XOCHITEPEC,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
211,NO APROBADO,POB. PRIORITARIA INDIGENAS,08100,AGRICOLA PANTITLAN,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
212,NO APROBADO,POBLACION GENERAL,09820,ESTRELLA DEL SUR,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
213,APROBADO,POBLACION GENERAL,15230,COL EMILIO CARRANZA,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
214,NO APROBADO,POBLACION GENERAL,11870,TACUBAYA,MIGUEL HIDALGO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
215,APROBADO,POBLACION GENERAL,14700,SAN MIGUEL AJUSCO,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
216,NO APROBADO,POBLACION GENERAL,1800,SAN BARTOLO AMEYALCO,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
217,NO APROBADO,POB. MUJERES DESPEDIDAS POR EMBARAZO,04369,PEDREGAL DE SANTO DOMINGO,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
218,NO APROBADO,POBLACION GENERAL,14080,BELISARIO DOMINGUEZ SECCION XVI,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
219,NO APROBADO,POBLACION GENERAL,1530,CORPUS CHRISTY,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
220,NO APROBADO,POBLACION GENERAL,14240,LOMAS DE PADIERNA,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
221,NO APROBADO,POB. PERSONAS LOCATARIAS Y TRABAJADORES DE MERCADOS PUBLICOS,9400,EL SIFON,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
222,NO APROBADO,POBLACION GENERAL,09608,SANTIAGO ACAHUALTEPEC 1RA. AMPLIACION,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
223,NO APROBADO,POBLACION GENERAL,9510,SANTA MARTHA ACATITLA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
224,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,14710,SANTO TOMAS AJUSCO,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
225,NO APROBADO,POBLACION GENERAL,9620,LOMAS DE ZARAGOZA,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
226,NO APROBADO,POBLACION GENERAL,15600,ARENAL 1A SECCION,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
227,NO APROBADO,POBLACION GENERAL,9750,LA POLVORILLA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
228,APROBADO,POBLACION GENERAL,6200,MORELOS,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
229,NO APROBADO,POBLACION GENERAL,16780,EL SACRIFICIO,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
230,APROBADO,POBLACION GENERAL,9900,SAN ANTONIO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
231,NO APROBADO,POB. PRIORITARIA INDIGENAS,12070,SAN AGUSTIN,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
232,NO APROBADO,POBLACION GENERAL,04909,CULHUACAN CTM SECCION IX-A,COYOACAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
233,NO APROBADO,POBLACION GENERAL,9819,VALLE DEL SUR,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
234,NO APROBADO,POBLACION GENERAL,14900,PARRES EL GUARDA,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
235,NO APROBADO,POBLACION GENERAL,14250,MIGUEL HIDALGO 3A SECCION,TLALPAN,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
236,NO APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
237,NO APROBADO,POBLACION GENERAL,1270,GOLONDRINAS,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
238,NO APROBADO,POBLACION GENERAL,1080,PROGRESO TIZAPAN,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
239,NO APROBADO,POBLACION GENERAL,6300,GUERRERO,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
240,NO APROBADO,POBLACION GENERAL,7920,EL OLIVO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
241,NO APROBADO,POBLACION GENERAL,1859,TLACOYAQUE,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
242,NO APROBADO,POBLACION GENERAL,16300,SAN LUCAS XOCHIMANCA,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
243,NO APROBADO,POBLACION GENERAL,16040,BARRIO LA ASUNCION,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
244,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,13420,SELENE,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
245,NO APROBADO,POBLACION GENERAL,08620,LOS REYES,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
246,NO APROBADO,POBLACION GENERAL,4800,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
247,NO APROBADO,POBLACION GENERAL,1530,CORPUS CHRISTY,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
248,NO APROBADO,POBLACION GENERAL,16810,SAN ANDRES AHUAYUCAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
249,NO APROBADO,POBLACION GENERAL,9200,UNIDAD VICENTE GUERRERO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
250,NO APROBADO,POBLACION GENERAL,15500,MOCTEZUMA 1A SECCION,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
251,NO APROBADO,POBLACION GENERAL,16810,SAN ANDRES AHUAYUCAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
252,APROBADO,POBLACION GENERAL,9830,EL MANTO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
253,APROBADO,POBLACION GENERAL,2900,AGUILERA,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
254,NO APROBADO,POBLACION GENERAL,7280,JORGE NEGRETE,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
255,NO APROBADO,POB. PRIORITARIA INDIGENAS,12300,SAN SALVADOR CUAUHTENCO,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
256,NO APROBADO,POBLACION GENERAL,6820,TRANSITO,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
257,APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,6700,ROMA NORTE,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
258,APROBADO,POBLACION GENERAL,7189,AHUEHUETES,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
259,APROBADO,POBLACION GENERAL,16029,AMPLIACION TEPEPAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
260,APROBADO,POBLACION GENERAL,7650,AMPLIACION PROGRESO NACIONAL,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
261,APROBADO,POBLACION GENERAL,7220,CASTILLO CHICO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
262,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,01856,PARAJE DEL CABALLITO,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
263,NO APROBADO,POB. PRIORITARIA INDIGENAS,12100,TENANTITLA,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
264,NO APROBADO,POBLACION GENERAL,02250,SANTA CATARINA,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
265,APROBADO,POBLACION GENERAL,16800,SAN MATEO XALPA,XOCHIMILCO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
266,NO APROBADO,POBLACION GENERAL,9640,LOMAS DE LA ESTANCIA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
267,NO APROBADO,POBLACION GENERAL,14330,GRANJAS COAPA,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
268,NO APROBADO,POBLACION GENERAL,16080,BARRIO LA SANTISIMA,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
269,APROBADO,POBLACION GENERAL,8930,CAMPAMENTO 2 DE OCTUBRE,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
270,NO APROBADO,POBLACION GENERAL,4369,PEDREGAL DE SANTO DOMINGO,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
271,NO APROBADO,POBLACION GENERAL,9670,PALMITAS,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
272,NO APROBADO,POBLACION GENERAL,3800,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
273,APROBADO,POBLACION GENERAL,9696,MIRAVALLES,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
